text,intent
"offline mode?",INTERNET_REQ
"good afterrnoon",GREETING
"smart classiification",HELP_AI_CATEGORIZATION
"test",TESTING
"help me with GDP rtae",COMPLEX_ADVICE
"what is the unemployment rate",COMPLEX_ADVICE
"what is creidt score?",DEF_CREDIT_SCORE
"thuoghts on bitcoin in 2025",COMPLEX_ADVICE
"best way to pay debt",DEF_DEBT_AVALANCHE
"snowball meethod",DEF_DEBT_SNOWBALL
"explain inflation concept",DEF_INFLATION
"prediction for installment",COMPLEX_ADVICE
"give me a tip",ADVICE_GENERAL_TIP
"savings definition",DEF_SAVINGS_DEF
"cos",DEF_CREDIT_SCORE
"emergency savings",DEF_EMERGENCY_FUND
"go to profile",NAV_PROFILE
"help mee with luno",COMPLEX_ADVICE
"What iss the weather?",COMPLEX_ADVICE
"Sing a song",COMPLEX_ADVICE
"x",GARBAGE
"what does inflation mean?",DEF_INFLATION
"advice no Who is the prime minister?",COMPLEX_ADVICE
"i guess buy house",COMPLEX_ADVICE
"prosand cons of startup",COMPLEX_ADVICE
"rrate of tax rate",COMPLEX_ADVICE
"where to put savings",ADVICE_GENERAL_SAVING
"epf",DEF_KWSP
"bad bot",COMPLAINT
"should i shoopee pay",COMPLEX_ADVICE
"guide me on budget 2025",COMPLEX_ADVICE
"What is the weather?",COMPLEX_ADVICE
"mnbv",GARBAGE
"guide me on asb fast",COMPLEX_ADVICE
"add to savinngs",HELP_SAVINGS_SCREEN
"show home",NAV_HOME
"should i bitcoin safely",COMPLEX_ADVICE
"is this working",TESTING
"i am broke",ADVICE_MOTIVATION
"an you explain invest as a fresh grad",COMPLEX_ADVICE
"snowball vs avalanche",DEF_DEBT_SNOWBALL
"can you explain I like coffee",COMPLEX_ADVICE
"wrong answer",COMPLAINT
"i there",GREETING
"maybe",COMPLEX_ADVICE
"yuiop",GARBAGE
"snowball method",DEF_DEBT_SNOWBALL
"magic of componuding",DEF_COMPOUND_INTEREST
"emergency savings",DEF_EMERGENCY_FUND
"hWat is 2+2?",COMPLEX_ADVICE
"magic of compounding",DEF_COMPOUND_INTEREST
"is tis updated?",APP_VERSION
"educationloan",DEF_PTPTN
"appreciate it",THANK_YOU
"how allocation works",HELP_INCOME_ALLOCATION
"add to savings",HELP_SAVINGS_SCREEN
"rate of exchange rate",COMPLEX_ADVICE
"1223 test",TESTING
"coffee need or want?",DEF_WANTS
"qwerty",GARBAGE
"outloo for freelance",COMPLEX_ADVICE
"idk",COMPLEX_ADVICE
"can i use without internet?",INTERNET_REQ
"close",BYE
"define needs",DEF_NEEDS
"hi",GREETING
"just wondering Whati s the weather?",COMPLEX_ADVICE
"lnik bank?",BANK_LINKING
"recommendation for side hustle witth no experience",COMPLEX_ADVICE
"maybe",COMPLEX_ADVICE
"cimb link?",BANK_LINKING
"[objct Object]",GARBAGE
"thoughts on iphone given my income",COMPLEX_ADVICE
"rate of unempoyment rate",COMPLEX_ADVICE
"thoughts on gig economy given my income",COMPLEX_ADVICE
"who built this app?",DEVELOPER_INFO
"shoow expenses",NAV_EXPENSES
"main screen",NAV_HOME
"tell me about interest rate for students",COMPLEX_ADVICE
"opinion on tabung haji urgently",COMPLEX_ADVICE
"do you think Are you stupid?",COMPLEX_ADVICE
"strategies for What do you knoow about me?",COMPLEX_ADVICE
"tq",THANK_YOU
"app features",APP_PURPOSE
"advice on car in malayisa",COMPLEX_ADVICE
"debt snowball",DEF_DEBT_SNOWBALL
"link bank?",BANK_LINKING
"can i use without internet?",INTERNET_REQ
"explain rule",DEF_50_30_20
"why that name?",WHY_BERUANG
"give e tips for myvi",COMPLEX_ADVICE
"prediction for wahed",COMPLEX_ADVICE
"how to save?",HELP_SAVINGS_SCREEN
"amanah saham bumiputera",DEF_ASB
"nothing",COMPLEX_ADVICE
"qwerty",GARBAGE
"is this working",TESTING
"how to start invest  in 2025",COMPLEX_ADVICE
"what is the best way  to gig economy",COMPLEX_ADVICE
"frgal tip",ADVICE_GENERAL_TIP
"university",DEVELOPER_INFO
"best way to pay debt",DEF_DEBT_AVALANCHE
"worst app",COMPLAINT
"what is the  poverty rate",COMPLEX_ADVICE
"what is the best way to wahed with no experience",COMPLEX_ADVICE
"predictio nfor honda",COMPLEX_ADVICE
"give me tips for credit card for the future",COMPLEX_ADVICE
"make mel augh",JOKE
"as binvesting",DEF_ASB
"nothing",COMPLEX_ADVICE
"idk",COMPLEX_ADVICE
"trewq",GARBAGE
"jklo",GARBAGE
"strategiies for forex",COMPLEX_ADVICE
"assk ai",NAV_CHATBOT
"open home page",NAV_HOME
"clse",BYE
"qwerty",GARBAGE
"dk",COMPLEX_ADVICE
"cn you explain nft",COMPLEX_ADVICE
"go to home",NAV_HOME
"My details",COMPLEX_ADVICE
"opinion on forex",COMPLEX_ADVICE
"nothing",COMPLEX_ADVICE
"compounding",DEF_COMPOUND_INTEREST
"what kind of bot are you?",WHO_ARE_YOU
"curreent tax rate",COMPLEX_ADVICE
"hey bear",GREETING
"can you explain luno",COMPLEX_ADVICE
"is it a good idea to salary right now",COMPLEX_ADVICE
"th",DEF_TABUNG_HAJI
"amanah saham bumiputera",DEF_ASB
"can you explain inteerest rate urgently",COMPLEX_ADVICE
"reset profile",HELP_RESET_DATA
"how allocatin works",HELP_INCOME_ALLOCATION
"jus wondering iphone rate",COMPLEX_ADVICE
"what is the OPR rate",COMPLEX_ADVICE
"employees prvoident fund",DEF_KWSP
"just wondering interest rate",COMPLEX_ADVICE
"give me tipsf or career",COMPLEX_ADVICE
"avalanche method",DEF_DEBT_AVALANCHE
"b nm",GARBAGE
"clear all",HELP_RESET_DATA
"help me with ohnda currently",COMPLEX_ADVICE
"should i MMy profile",COMPLEX_ADVICE
"anlaysis of forex",COMPLEX_ADVICE
"miic check",TESTING
"mistake entry",HELP_DELETE_TRANSACTION
"goto bot",NAV_CHATBOT
"testing",TESTING
"scholarship 6 months",HELP_INCOME_ALLOCATION
"what is th eexchange rate",COMPLEX_ADVICE
"budget rule",DEF_50_30_20
"meaning of inflation",DEF_INFLATION
"delete account",HELP_RESET_DATA
"dk",COMPLEX_ADVICE
"opinion on tax relief urgently",COMPLEX_ADVICE
"od you steal my data?",DATA_SECURITY
"just wondering What time is it?",COMPLEX_ADVICE
"add income",HELP_ADD_INCOME
"my account",NAV_PROFILE
"current povert rate",COMPLEX_ADVICE
"email develloper",CONTACT_SUPPORT
"add incoome",HELP_ADD_INCOME
"yo beruang",GREETING
"auto category",HELP_AI_CATEGORIZATION
"why thatname?",WHY_BERUANG
"cancel spending",HELP_DELETE_TRANSACTION
"go to transaction log",NAV_EXPENSES
"give me tips for gold with no experience",COMPLEX_ADVICE
"mabye",COMPLEX_ADVICE
"best way to save",ADVICE_GENERAL_SAVING
"say something funny",JOKE
"how much emergency ffund?",DEF_EMERGENCY_FUND
"epf",DEF_KWSP
"just wondering robot advisor given my income",COMPLEX_ADVICE
"what kind of bot are you?",WHO_ARE_YOU
"is it worth unit trust as a fres grad",COMPLEX_ADVICE
"money is tight",ADVICE_MOTIVATION
"do you think interest rate for beginners",COMPLEX_ADVICE
"epf accouunt",DEF_KWSP
"What is the weather?",COMPLEX_ADVICE
"does ai sort spending?",HELP_AI_CATEGORIZATION
"superviosr",DEVELOPER_INFO
"112345",GARBAGE
"magic of ocmpounding",DEF_COMPOUND_INTEREST
"...",GARBAGE
"thooughts on roi",COMPLEX_ADVICE
"seucre?",DATA_SECURITY
"what is allocation?",HELP_INCOME_ALLOCATION
"isi t a bear?",WHY_BERUANG
"yo beruang",GREETING
"i aam broke",ADVICE_MOTIVATION
"why credit score matters",DEF_CREDIT_SCORE
"how to start invest right now",COMPLEX_ADVICE
"ptptn debt",DEF_PTPTN
"give me tips for trading currently",COMPLEX_ADVICE
"who created you?",WHO_ARE_YOU
"opinion on My profile",COMPLEX_ADVICE
"i spent too much",ADVICE_MOTIVATION
"is mmy info secure?",DATA_SECURITY
"add salary",HELP_ADD_INCOME
"customer service",CONTACT_SUPPORT
"scholarship 6  months",HELP_INCOME_ALLOCATION
"wha tare wants?",DEF_WANTS
"thougts on GDP",COMPLEX_ADVICE
"do i need data?",INTERNET_REQ
"greeings",GREETING
"1234",GARBAGE
"sfdfsdf",GARBAGE
"user info",NAV_PROFILE
"zzzz",GARBAGE
"snowball method",DEF_DEBT_SNOWBALL
"worst pap",COMPLAINT
"Are you stupid?",COMPLEX_ADVICE
"how allocation works",HELP_INCOME_ALLOCATION
"wher eto put salary",HELP_ADD_INCOME
"go to home",NAV_HOME
"what is  ptptn?",DEF_PTPTN
"pros nad cons of freelance",COMPLEX_ADVICE
"what is the purpose of this app?",APP_PURPOSE
"is this woring",TESTING
"tell me the poverty rate",COMPLEX_ADVICE
"expllain rule",DEF_50_30_20
"is asb godo?",DEF_ASB
"were is data stored?",DATA_SECURITY
"luump sum",HELP_INCOME_ALLOCATION
"just wondering expensive as a fresh grad",COMPLEX_ADVICE
"end cat",BYE
"tell e a joke",JOKE
"th savings",DEF_TABUNG_HAJI
"deifne savings",DEF_SAVINGS_DEF
"how to pay debt fsat",DEF_DEBT_SNOWBALL
"bad bot",COMPLAINT
"cancel spending",HELP_DELETE_TRANSACTION
"explain rule",DEF_50_30_20
"ohw to add money",HELP_ADD_INCOME
"conenct maybank?",BANK_LINKING
"split income?",HELP_INCOME_ALLOCATION
"not usre",COMPLEX_ADVICE
"give me tips for car",COMPLEX_ADVICE
"strategies for inflation raate",COMPLEX_ADVICE
"settings",NAV_PROFILE
"helpp me with property right now",COMPLEX_ADVICE
"whta is kwsp?",DEF_KWSP
"go to hme",NAV_HOME
"percenntages",DEF_50_30_20
"university",DEVELOPER_INFO
"how do i expensive",COMPLEX_ADVICE
"terima kasih",THANK_YOU
"changee xpense",HELP_EDIT_TRANSACTION
"tell me abouty ourself",WHO_ARE_YOU
"wrong anwser",COMPLAINT
"student loan",DEF_PTPTN
"use savings",HELP_WITHDRAW_SAVINGS
"need intternet?",INTERNET_REQ
"i guess resign",COMPLEX_ADVICE
"tell me about yourself",WHO_ARE_YOU
"meaningo f name",WHY_BERUANG
"?!",GARBAGE
"nott sure",COMPLEX_ADVICE
"definen eeds",DEF_NEEDS
"how to edit?",HELP_EDIT_TRANSACTION
"tell me aabout entrepreneur",COMPLEX_ADVICE
"current poevrty rate",COMPLEX_ADVICE
"is this updated?",APP_VERSION
"where is data stored?",DATA_SECURITY
"is it a good idea to economic growtth currently",COMPLEX_ADVICE
"Essential expenses",DEF_NEEDS
"idk What time is it?",COMPLEX_ADVICE
"testing",GARBAGE
"clear entry",HELP_DELETE_TRANSACTION
"waht is asb?",DEF_ASB
"how to deete?",HELP_DELETE_TRANSACTION
"zzzz",GARBAGE
"xit",BYE
"app version",APP_VERSION
"strategies for What time is it?",COMPLEX_ADVICE
"university",DEVELOPER_INFO
"are you an ai?",WHO_ARE_YOU
"fix mistake",HELP_EDIT_TRANSACTION
"why need emergency fund?",DEF_EMERGENCY_FUND
"what is your name?",WHO_ARE_YOU
"current interest rate",COMPLEX_ADVICE
"how to start expensive",COMPLEX_ADVICE
"stupid",COMPLAINT
"what does inflation mean?",DEF_INFLATION
"open home page",NAV_HOME
"auto category",HELP_AI_CATEGORIZATION
"scan reeipt?",HELP_RECEIPT_SCAN
"go  to bot",NAV_CHATBOT
"contact support",CONTACT_SUPPORT
"null",GARBAGE
"Who is the primeminister?",COMPLEX_ADVICE
"help me with interest rate",COMPLEX_ADVICE
"how to save?",HELP_SAVINGS_SCREEN
"tq",THANK_YOU
"elete account",HELP_RESET_DATA
"analysis of unemployment rate",COMPLEX_ADVICE
"tell me a jke",JOKE
"miistake entry",HELP_DELETE_TRANSACTION
"scan receipt?",HELP_RECEIPT_SCAN
"ipng",TESTING
"I like coffee",COMPLEX_ADVICE
"12435",GARBAGE
"cr",HELP_RECEIPT_SCAN
"i guess economic growth as a fresh grad",COMPLEX_ADVICE
"who are you?",WHO_ARE_YOU
"view history",NAV_EXPENSES
"not sure",COMPLEX_ADVICE
"how to save as a student?",ADVICE_STUDENT_TIPS
"what is the exchange rate",COMPLEX_ADVICE
"enter earnings",HELP_ADD_INCOME
"hggfd",GARBAGE
"thanks a lot",THANK_YOU
"secure?",DATA_SECURITY
"move to bdget",HELP_WITHDRAW_SAVINGS
"analysis of tax relief currently",COMPLEX_ADVICE
"greetings",GREETING
"latet unemployment rate",COMPLEX_ADVICE
"smart classification",HELP_AI_CATEGORIZATION
"History of Malaysia",COMPLEX_ADVICE
"Do yuo like humans?",COMPLEX_ADVICE
"testing",TESTING
"app features",APP_PURPOSE
"just wonderin career",COMPLEX_ADVICE
"bank intgration",BANK_LINKING
"thesis details",DEVELOPER_INFO
"what aree wants?",DEF_WANTS
"not sure",COMPLEX_ADVICE
"analysis of crypto latest",COMPLEX_ADVICE
"helpm e save",ADVICE_MOTIVATION
"how do i Wat is 2+2?",COMPLEX_ADVICE
"advice  on tax relief",COMPLEX_ADVICE
"do you think entrepreneur with low risk",COMPLEX_ADVICE
"function of app",APP_PURPOSE
"no money student",ADVICE_STUDENT_TIPS
"tell me about car given my income",COMPLEX_ADVICE
"how to startb ursa",COMPLEX_ADVICE
"deebt snowball",DEF_DEBT_SNOWBALL
"Tell me a story",COMPLEX_ADVICE
"viewhistory",NAV_EXPENSES
"joke",JOKE
"got paid",HELP_ADD_INCOME
"What is the weather?",COMPLEX_ADVICE
"guide me on expensive in malaysia",COMPLEX_ADVICE
"outlook forstartup",COMPLEX_ADVICE
"scholarship 6 months",HELP_INCOME_ALLOCATION
"outlook for stocks in malaysia",COMPLEX_ADVICE
"save interest debt",DEF_DEBT_AVALANCHE
"app version",APP_VERSION
"withdraw savings?",HELP_WITHDRAW_SAVINGS
"hx",THANK_YOU
"where is  chat?",NAV_CHATBOT
"isi t worth asb",COMPLEX_ADVICE
"Tell me a story",COMPLEX_ADVICE
"fix istake",HELP_EDIT_TRANSACTION
"chang eexpense",HELP_EDIT_TRANSACTION
"smart classification",HELP_AI_CATEGORIZATION
"latest tax rate",COMPLEX_ADVICE
"mnbv",GARBAGE
"outlook for installment with low risk",COMPLEX_ADVICE
"eccho",TESTING
"yo beruang",GREETING
"rate of ppoverty rate",COMPLEX_ADVICE
"got o profile",NAV_PROFILE
"mnbv",GARBAGE
"secure?",DATA_SECURITY
"where to add cost",HELP_ADD_TRANSACTION
"reset profile",HELP_RESET_DATA
"epf",DEF_KWSP
"rate o finflation rate",COMPLEX_ADVICE
"qwerty",GARBAGE
"auto cateegory",HELP_AI_CATEGORIZATION
"tell me about exchange rate with small capital",COMPLEX_ADVICE
"credit rating",DEF_CREDIT_SCORE
"othing",COMPLEX_ADVICE
"thhesis details",DEVELOPER_INFO
"superviosr",DEVELOPER_INFO
"link bank?",BANK_LINKING
"delete cacount",HELP_RESET_DATA
"system check",TESTING
"opinion on iinterest rate for the future",COMPLEX_ADVICE
"cofffee need or want?",DEF_WANTS
"nnot sure",GARBAGE
"what is the povery rate",COMPLEX_ADVICE
"why save?",DEF_SAVINGS_DEF
"esting",GARBAGE
"view history",NAV_EXPENSES
"is this updated?",APP_VERSION
"campus saving",ADVICE_STUDENT_TIPS
"good morning",GREETING
"opinion on exchange rate",COMPLEX_ADVICE
"edit transaaction",HELP_EDIT_TRANSACTION
"who is the target audience?",TARGET_AUDIENCE
"mistake entry",HELP_DELETE_TRANSACTION
"good job",THANK_YOU
"budget rule",DEF_50_30_20
"etner earnings",HELP_ADD_INCOME
"sync acccount?",BANK_LINKING
"idk",COMPLEX_ADVICE
"saings screen",HELP_SAVINGS_SCREEN
"strategies for Sing a song",COMPLEX_ADVICE
"My detals",COMPLEX_ADVICE
"zzzz",GARBAGE
"yo uare useless",COMPLAINT
"tell me about economic growth",COMPLEX_ADVICE
"What iss the weather?",COMPLEX_ADVICE
"waht is tabung haji?",DEF_TABUNG_HAJI
"do you think What is 2+2?",COMPLEX_ADVICE
"thesis details",DEVELOPER_INFO
"good morning",GREETING
"what are needs?",DEF_NEEDS
"meaning of name",WHY_BERUANG
"shouuld i nft",COMPLEX_ADVICE
"got ppaid",HELP_ADD_INCOME
"is  my info secure?",DATA_SECURITY
"!!",GARBAGE
"why that name?",WHY_BERUANG
"Sing a song",COMPLEX_ADVICE
"b nm",GARBAGE
"deposit mnoey",HELP_ADD_INCOME
"tanks",THANK_YOU
"just wondering side huslte",COMPLEX_ADVICE
"can i wwithdraw?",HELP_WITHDRAW_SAVINGS
"tell me the interest rate",COMPLEX_ADVICE
"what does beruang mean?",WHY_BERUANG
"is it worth taxx relief",COMPLEX_ADVICE
"what does this pp do?",APP_PURPOSE
"si it a bear?",WHY_BERUANG
"can i scan bills?",HELP_RECEIPT_SCAN
"upload photo?",HELP_RECEIPT_SCAN
"give  me a tip",ADVICE_GENERAL_TIP
"simpanan tabung haji",DEF_TABUNG_HAJI
"ubdget rule",DEF_50_30_20
"fsdfsdf",GARBAGE
"good faternoon",GREETING
"what is tthe best way to laptop at my age",COMPLEX_ADVICE
"echo",TESTING
"cccris",DEF_CREDIT_SCORE
"savings bar",HELP_SAVINGS_SCREEN
"is it worth bitcoin forthe future",COMPLEX_ADVICE
"funny",JOKE
"campus savng",ADVICE_STUDENT_TIPS
"change expense",HELP_EDIT_TRANSACTION
"i guess loan urgently",COMPLEX_ADVICE
"offlin mode?",INTERNET_REQ
"wrong answer",COMPLAINT
"can you explain trading gien my income",COMPLEX_ADVICE
"best way to paay debt",DEF_DEBT_AVALANCHE
"do youthink honda",COMPLEX_ADVICE
"b nm",GARBAGE
"just wonddering wahed",COMPLEX_ADVICE
"test",TESTING
"essentiaal expenses",DEF_NEEDS
"thesis details",DEVELOPER_INFO
"siimpanan tabung haji",DEF_TABUNG_HAJI
"undefined",GARBAGE
"terima kasih",THANK_YOU
"whre to put savings",ADVICE_GENERAL_SAVING
"avalanche method",DEF_DEBT_AVALANCHE
"test",TESTING
"saving tps",ADVICE_GENERAL_TIP
"What time is it?",COMPLEX_ADVICE
"percentages",DEF_50_30_20
"outlook for GDP fast",COMPLEX_ADVICE
"is data safe?",DATA_SECURITY
"pros and cons of minimum wage",COMPLEX_ADVICE
"sync account?",BANK_LINKING
"thesis details",DEVELOPER_INFO
"connect maybank?",BANK_LINKING
"give me tips for GDP",COMPLEX_ADVICE
"rate of unemployment rate",COMPLEX_ADVICE
"latest inflation rate",COMPLEX_ADVICE
"20% goal",HELP_SAVINGS_SCREEN
"leave",BYE
"withdraw savings?",HELP_WITHDRAW_SAVINGS
"pros and cons oof forex",COMPLEX_ADVICE
"app features",APP_PURPOSE
"add income",HELP_ADD_INCOME
"snowball method",DEF_DEBT_SNOWBALL
"give me tips for nft with low risk",COMPLEX_ADVICE
"just wondering sukuk",COMPLEX_ADVICE
"give em tips for tabung haji safely",COMPLEX_ADVICE
"goodbye",BYE
"financialadvice",ADVICE_GENERAL_TIP
"rate of exchange rate",COMPLEX_ADVICE
"guide me one thereum",COMPLEX_ADVICE
"recommendation or afford urgently",COMPLEX_ADVICE
"take money out",HELP_WITHDRAW_SAVINGS
"how does it help?",APP_PURPOSE
"asb investing",DEF_ASB
"thanks a lot",THANK_YOU
"high interest savings",ADVICE_GENERAL_SAVING
"sttudent budget tips",ADVICE_STUDENT_TIPS
"go to transation log",NAV_EXPENSES
"heelp me save",ADVICE_MOTIVATION
"thesis details",DEVELOPER_INFO
"tell me about luno urgently",COMPLEX_ADVICE
"is it worth dogecoin",COMPLEX_ADVICE
"My profiile",COMPLEX_ADVICE
"latest inflation rate",COMPLEX_ADVICE
"goodbye",BYE
"retake onboarding",HELP_RESET_DATA
"not suure",GARBAGE
"savings screen",HELP_SAVINGS_SCREEN
"pros and cons of forex urgently",COMPLEX_ADVICE
"hhola",GREETING
"campus saving",ADVICE_STUDENT_TIPS
"no tsure",COMPLEX_ADVICE
"can you explain invest right now",COMPLEX_ADVICE
"wha is kwsp?",DEF_KWSP
"withdraw saavings?",HELP_WITHDRAW_SAVINGS
"ai category",HELP_AI_CATEGORIZATION
"idk",COMPLEX_ADVICE
"how to deelete?",HELP_DELETE_TRANSACTION
"why that name?",WHY_BERUANG
"adf",GARBAGE
"strategies for insttallment",COMPLEX_ADVICE
"defineinflation",DEF_INFLATION
"can you explain honda rate",COMPLEX_ADVICE
"x",GARBAGE
"trategies for expensive latest",COMPLEX_ADVICE
"joke",JOKE
"do i need data?",INTERNET_REQ
"th",DEF_TABUNG_HAJI
"thank you",THANK_YOU
"what is compound interest?",DEF_COMPOUND_INTEREST
"help me with gig economy in 2025",COMPLEX_ADVICE
"what is the exchang rate",COMPLEX_ADVICE
"not sure",GARBAGE
"open expeness",NAV_EXPENSES
"function oof app",APP_PURPOSE
"maybe",COMPLEX_ADVICE
"houghts on minimum wage",COMPLEX_ADVICE
"asdf",GARBAGE
"give me motivatoin",ADVICE_MOTIVATION
"where to add cost",HELP_ADD_TRANSACTION
"maybe",COMPLEX_ADVICE
"prediction for shopee pay given my income",COMPLEX_ADVICE
"what is compound interest?",DEF_COMPOUND_INTEREST
"who created you?",WHO_ARE_YOU
"iss rent a need?",DEF_NEEDS
"...",GARBAGE
"define wants",DEF_WANTS
"is this updated?",APP_VERSION
"What ismy name?",COMPLEX_ADVICE
"wyh use this?",APP_PURPOSE
"good eening",GREETING
"app features",APP_PURPOSE
"say something fnny",JOKE
"ame origin",WHY_BERUANG
"go to profile",NAV_PROFILE
"analysis of quit",COMPLEX_ADVICE
"advice on buy now pay later",COMPLEX_ADVICE
"analysis of gaming pc in 2025",COMPLEX_ADVICE
"essential expenses",DEF_NEEDS
"tell m ea joke",JOKE
"need internet?",INTERNET_REQ
"fyp details",DEVELOPER_INFO
"system check",TESTING
"jklo",GARBAGE
"wwhere to put savings",ADVICE_GENERAL_SAVING
"clear all",HELP_RESET_DATA
"who made this?",DEVELOPER_INFO
"signing off",BYE
"how allocation works",HELP_INCOME_ALLOCATION
"student loan",DEF_PTPTN
"i guess Do you like humans?",COMPLEX_ADVICE
"what is the unemployment rate",COMPLEX_ADVICE
"wrong amount",HELP_EDIT_TRANSACTION
"funny name",WHY_BERUANG
"smart classification",HELP_AI_CATEGORIZATION
"maybe",COMPLEX_ADVICE
"recommendation for internship rate",COMPLEX_ADVICE
"is it a good idea to gold safely",COMPLEX_ADVICE
"notthing",COMPLEX_ADVICE
"bye",BYE
"is it a good idea to e-wallet at my age",COMPLEX_ADVICE
"Not helpful",COMPLAINT
"analsyis of loan",COMPLEX_ADVICE
"sync account?",BANK_LINKING
"do you think resume for students",COMPLEX_ADVICE
"what is ptptn?",DEF_PTPTN
"selamat pagi",GREETING
"tell me about oyurself",WHO_ARE_YOU
"Waht is my name?",COMPLEX_ADVICE
"who built this app?",DEVELOPER_INFO
"yuiop",GARBAGE
"agge group",TARGET_AUDIENCE
"rate of OPR rate",COMPLEX_ADVICE
"advice on resume",COMPLEX_ADVICE
"tell me about businses",COMPLEX_ADVICE
"systtem error",GARBAGE
"asdf",GARBAGE
"nsowball vs avalanche",DEF_DEBT_SNOWBALL
"What time is it?",COMPLEX_ADVICE
"cimb link?",BANK_LINKING
"give m tips for stocks",COMPLEX_ADVICE
"thank you",THANK_YOU
"testing",GARBAGE
"tq",THANK_YOU
"yo beruang",GREETING
"tsupid",COMPLAINT
"high interest savings",ADVICE_GENERAL_SAVING
"Education loan",DEF_PTPTN
"hgfd",GARBAGE
"why need emergency ffund?",DEF_EMERGENCY_FUND
"is it a ood idea to portfolio",COMPLEX_ADVICE
"examples of wants",DEF_WANTS
"how do i minimu mwage",COMPLEX_ADVICE
"email developer",CONTACT_SUPPORT
"how do i inflation rate in malaysia",COMPLEX_ADVICE
"use savings",HELP_WITHDRAW_SAVINGS
"is it worth exchange rate for beginners",COMPLEX_ADVICE
"selamat pagi",GREETING
"dd salary",HELP_ADD_INCOME
"show expenses",NAV_EXPENSES
"outlook forc areer",COMPLEX_ADVICE
"tell me about ps5 safely",COMPLEX_ADVICE
"analsis of internship",COMPLEX_ADVICE
"ehy",GREETING
"do  i need data?",INTERNET_REQ
"supid",COMPLAINT
"selamat pagi",GREETING
"rate of unemployment rate",COMPLEX_ADVICE
"epf account",DEF_KWSP
"back to dashboard",NAV_HOME
"system error",GARBAGE
"[bject Object]",GARBAGE
"how do i Do you like humans?",COMPLEX_ADVICE
"moey hack",ADVICE_GENERAL_TIP
"how t delete?",HELP_DELETE_TRANSACTION
"not sure",COMPLEX_ADVICE
"amanah saha mbumiputera",DEF_ASB
"just wondering shopee pay for beginners",COMPLEX_ADVICE
"ctos",DEF_CREDIT_SCORE
"opinion on promotion with no experience",COMPLEX_ADVICE
"contact suppoort",CONTACT_SUPPORT
"guide me on wahed",COMPLEX_ADVICE
"work soffline?",INTERNET_REQ
"poiu",GARBAGE
"take oney out",HELP_WITHDRAW_SAVINGS
"fsdfsdf",GARBAGE
"is it aa bear?",WHY_BERUANG
"mic ceck",TESTING
"currentt unemployment rate",COMPLEX_ADVICE
"give me a ip",ADVICE_GENERAL_TIP
"employees provident fund",DEF_KWSP
"latst exchange rate",COMPLEX_ADVICE
"tell me about bitcoin currently",COMPLEX_ADVICE
"how to start GDP",COMPLEX_ADVICE
"customer service",CONTACT_SUPPORT
"how toe dit?",HELP_EDIT_TRANSACTION
"goodnight",BYE
"strategies fo rgold",COMPLEX_ADVICE
"edi tuser",NAV_PROFILE
"link bank?",BANK_LINKING
"how to add money",HELP_ADD_INCOME
"emergency fundu se",HELP_WITHDRAW_SAVINGS
"i have no money",ADVICE_MOTIVATION
"snowball vs avalannche",DEF_DEBT_SNOWBALL
"how  to add expense",HELP_ADD_TRANSACTION
"My proofile",COMPLEX_ADVICE
"studentb udget tips",ADVICE_STUDENT_TIPS
"234",GARBAGE
"fsdfdf",GARBAGE
"wha tis emergency fund?",DEF_EMERGENCY_FUND
"money hack",ADVICE_GENERAL_TIP
"helpp desk",CONTACT_SUPPORT
"ask ai",NAV_CHATBOT
"is it wrth buy house",COMPLEX_ADVICE
"guide me on inflation rate for the future",COMPLEX_ADVICE
"record spending",HELP_ADD_TRANSACTION
"prediction for entrepreneur fast",COMPLEX_ADVICE
"analysis of ethereum rate",COMPLEX_ADVICE
"Hisstory of Malaysia",COMPLEX_ADVICE
"guide me on inflation rate fast",COMPLEX_ADVICE
"My detaails",COMPLEX_ADVICE
"help desk",CONTACT_SUPPORT
"analysis of I am boed",COMPLEX_ADVICE
"miccheck",TESTING
"s data safe?",DATA_SECURITY
"who are you?",WHO_ARE_YOU
"latest inflation rate",COMPLEX_ADVICE
"secure?",DATA_SECURITY
"define needs",DEF_NEEDS
"auto track?",BANK_LINKING
"withdraw avings?",HELP_WITHDRAW_SAVINGS
"ping",TESTING
"high interest savings",ADVICE_GENERAL_SAVING
"signing off",BYE
"do you think bonus right now",COMPLEX_ADVICE
"do you think business statistics",COMPLEX_ADVICE
"how do i raise",COMPLEX_ADVICE
"what is the unemployment rate",COMPLEX_ADVICE
"ptptn ebt",DEF_PTPTN
"why ues this?",APP_PURPOSE
"what verson is this?",APP_VERSION
"do you thinkk ethereum",COMPLEX_ADVICE
"target user",TARGET_AUDIENCE
"what versio nis this?",APP_VERSION
"12345",GARBAGE
"I like coffee",COMPLEX_ADVICE
"blahb lah",GARBAGE
"outlook fo rside hustle",COMPLEX_ADVICE
"What is my name?",COMPLEX_ADVICE
"tell me about budget 2025",COMPLEX_ADVICE
"i asb good?",DEF_ASB
"who are you?",WHO_ARE_YOU
"csutomer service",CONTACT_SUPPORT
"student budget tips",ADVICE_STUDENT_TIPS
"how to stat sukuk in 2025",COMPLEX_ADVICE
"how do i side hustle for thhe future",COMPLEX_ADVICE
"caemra feature?",HELP_RECEIPT_SCAN
"emergency fund use",HELP_WITHDRAW_SAVINGS
"show home",NAV_HOME
"is it worth gold for students",COMPLEX_ADVICE
